ma_id,review_id,k,total_n,estimate,p_value,significant,pi_crosses_null,robustness,n_audit_fails,has_pub_bias,verdict,failed_criteria
CD012925_pub2_data__A3,CD012925,15,33108,-0.034076,0.948341,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012925_pub2_data__A4,CD012925,13,52334,0.414247,0.174378,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012925_pub2_data__A5,CD012925,20,97552,-0.048772,0.400492,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012925_pub2_data__A6,CD012925,9,7934,0.037219,0.741738,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012925_pub2_data__A7,CD012925,8,14070,0.016192,0.982381,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012925_pub2_data__A8,CD012925,7,5988,0.906704,0.006267,True,False,Unstable,0,False,NOT YET,robustness
CD012925_pub2_data__A9,CD012925,1,3324,0.391646,0.026166,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012942_pub2_data__A1,CD012942,266,85684,0.41281,0.0,True,True,Fragile,4,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD012942_pub2_data__A2,CD012942,266,89062,0.41365,0.0,True,True,Fragile,4,True,NOT YET,prediction_interval;robustness;audit_flags;pub_bias
CD012942_pub2_data__A3,CD012942,28,7918,0.251256,0.134083,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD012942_pub2_data__A4,CD012942,52,17507,0.530128,7.6e-05,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD012942_pub2_data__A5,CD012942,57,17778,0.36339,8e-06,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD012942_pub2_data__A6,CD012942,44,14413,0.47189,1e-05,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD012942_pub2_data__A7,CD012942,35,10237,0.546578,1e-06,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD012942_pub2_data__A8,CD012942,51,15379,0.256727,0.039062,True,True,Fragile,3,False,NOT YET,prediction_interval;robustness;audit_flags
CD012942_pub2_data__A9,CD012942,19,6391,0.48854,0.000418,True,False,Fragile,0,False,NOT YET,robustness
CD012942_pub2_data__A10,CD012942,6,3514,0.325133,0.059935,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD012942_pub2_data__A11,CD012942,1,497,-0.798993,0.689872,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD012967_pub2_data__A1,CD012967,1,330,0.0,1.0,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD012967_pub2_data__A2,CD012967,1,421,-0.033178,0.98678,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD012967_pub2_data__A3,CD012967,1,245,0.040656,0.983815,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD012967_pub2_data__A4,CD012967,2,486,-0.412336,0.820238,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD012967_pub2_data__A5,CD012967,3,1090,0.333178,0.619557,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012993_pub2_data__A1,CD012993,9,472,-0.196266,0.776356,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012993_pub2_data__A2,CD012993,7,351,-0.478135,0.561961,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012993_pub2_data__A3,CD012993,4,324,0.006338,0.99001,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012993_pub2_data__A4,CD012993,3,313,-0.228826,0.537842,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012993_pub2_data__A5,CD012993,8,811,-0.138711,0.7308,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012993_pub2_data__A6,CD012993,3,322,-0.301185,0.819475,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD012993_pub2_data__A7,CD012993,2,223,-0.587329,0.491411,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD012993_pub2_data__A8,CD012993,6,669,-0.243169,0.349846,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD012993_pub2_data__A9,CD012993,13,1588,0.206993,0.333986,False,True,Unstable,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD012997_pub3_data__A1,CD012997,5,572,-0.227654,0.585821,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD012997_pub3_data__A2,CD012997,3,172,-0.209599,0.670583,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD012997_pub3_data__A3,CD012997,2,145,0.935196,0.472346,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD012997_pub3_data__A4,CD012997,2,145,-0.504253,0.722428,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013023_pub2_data__A1,CD013023,14,1348,-0.121924,0.598935,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD013023_pub2_data__A2,CD013023,15,1860,-0.559396,0.16803,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD013023_pub2_data__A3,CD013023,13,1682,0.271363,0.180815,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD013023_pub2_data__A4,CD013023,10,1222,-0.213996,0.282111,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD013023_pub2_data__A5,CD013023,1,60,-1.131949,0.493554,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013038_pub3_data__A1,CD013038,3,662,-0.049867,0.969646,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013038_pub3_data__A2,CD013038,3,662,-0.049867,0.969646,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013038_pub3_data__A3,CD013038,3,977,-0.044627,0.972789,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013038_pub3_data__A4,CD013038,4,736,-0.021612,0.984208,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013038_pub3_data__A5,CD013038,4,736,-0.021612,0.984208,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013038_pub3_data__A6,CD013038,2,435,-0.083104,0.863412,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013038_pub3_data__A7,CD013038,2,436,0.147023,0.676357,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013038_pub3_data__A8,CD013038,5,786,-0.030029,0.97501,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD013038_pub3_data__A9,CD013038,4,1008,-0.044438,0.967566,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013038_pub3_data__A10,CD013038,5,786,-0.030029,0.97501,False,True,not_covered,0,False,NOT YET,significance;prediction_interval
CD013038_pub3_data__A11,CD013038,4,1008,-0.044438,0.967566,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013042_pub2_data__A1,CD013042,87,6544,-0.048401,0.823692,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD013042_pub2_data__A2,CD013042,75,5206,-0.062546,0.789353,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD013042_pub2_data__A3,CD013042,22,1342,1.028394,0.009232,True,False,Fragile,1,True,NOT YET,robustness;audit_flags;pub_bias
CD013042_pub2_data__A4,CD013042,40,4222,0.307497,0.001386,True,True,Fragile,1,False,NOT YET,prediction_interval;robustness;audit_flags
CD013042_pub2_data__A5,CD013042,39,2952,-0.106115,0.413419,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013042_pub2_data__A6,CD013042,17,1241,0.897024,0.051324,False,True,Fragile,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD013042_pub2_data__A7,CD013042,30,2705,0.006333,0.986395,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013042_pub2_data__A8,CD013042,2,236,0.13815,0.689809,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD013051_pub3_data__A1,CD013051,12,1179,1.716356,1.6e-05,True,False,Fragile,0,False,NOT YET,robustness
CD013051_pub3_data__A2,CD013051,6,516,1.488281,0.003929,True,False,Fragile,0,False,NOT YET,robustness
CD013051_pub3_data__A3,CD013051,1,100,0.735707,0.408583,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD013052_pub3_data__A1,CD013052,17,1669,0.231445,0.430867,False,True,Robust,2,False,NOT YET,significance;prediction_interval;audit_flags
CD013052_pub3_data__A2,CD013052,8,501,-0.00219,0.993746,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013052_pub3_data__A3,CD013052,13,1069,-0.036515,0.815243,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013052_pub3_data__A4,CD013052,4,515,0.072037,0.743676,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013052_pub3_data__A5,CD013052,2,200,0.669815,0.69166,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD013053_pub3_data__A1,CD013053,6,441,1.681001,0.000776,True,False,Fragile,0,False,NOT YET,robustness;evidence_volume
CD013053_pub3_data__A2,CD013053,5,382,1.656861,0.002689,True,False,Fragile,0,False,NOT YET,robustness;evidence_volume
CD013054_pub3_data__A1,CD013054,22,2073,0.063335,0.827713,False,True,Fragile,3,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013054_pub3_data__A2,CD013054,14,1676,-0.774706,0.004772,True,True,Fragile,2,False,NOT YET,prediction_interval;robustness;audit_flags
CD013054_pub3_data__A3,CD013054,5,431,0.19031,0.835757,False,True,Fragile,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags;evidence_volume
CD013054_pub3_data__A4,CD013054,1,89,-0.336472,0.438001,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD013054_pub3_data__A5,CD013054,1,52,0.080043,0.955742,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD013054_pub3_data__A6,CD013054,1,52,-0.652325,0.603978,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD013054_pub3_data__A7,CD013054,8,978,-1.093689,0.000323,True,False,Fragile,0,False,NOT YET,robustness
CD013054_pub3_data__A8,CD013054,2,97,-0.104355,0.855583,False,False,Fragile,0,False,NOT YET,significance;robustness;evidence_volume
CD013055_pub3_data__A1,CD013055,6,831,1.12279,0.001245,True,False,Unstable,0,False,NOT YET,robustness
CD013055_pub3_data__A2,CD013055,5,824,0.805605,0.083804,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD013056_pub3_data__A1,CD013056,9,1108,-0.73691,0.065708,False,True,Unstable,1,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD013056_pub3_data__A2,CD013056,6,813,0.03959,0.950259,False,True,Unstable,2,False,NOT YET,significance;prediction_interval;robustness;audit_flags
CD013056_pub3_data__A3,CD013056,5,787,-0.73959,0.069114,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD013056_pub3_data__A4,CD013056,1,390,-0.01023,0.995924,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD013057_pub3_data__A1,CD013057,2,297,0.150081,0.711416,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013057_pub3_data__A2,CD013057,1,80,-1.123614,0.495424,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013059_pub2_data__A1,CD013059,299,10584,-0.195779,0.098012,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013059_pub2_data__A2,CD013059,37,1431,0.23801,0.432829,False,True,Unstable,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013059_pub2_data__A3,CD013059,25,759,-0.220169,0.595234,False,True,Unstable,0,False,NOT YET,significance;prediction_interval;robustness
CD013059_pub2_data__A4,CD013059,2,115,0.048554,0.978756,False,False,Unstable,0,False,NOT YET,significance;robustness;evidence_volume
CD013071_pub2_data__A1,CD013071,9,1328,-0.065404,0.924663,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A2,CD013071,18,2869,0.001819,0.995866,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A3,CD013071,13,2569,-0.033947,0.952495,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A4,CD013071,7,1156,-0.110394,0.88923,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A5,CD013071,7,1234,-0.002933,0.995223,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A6,CD013071,13,3898,0.308691,0.530948,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A7,CD013071,23,3770,-0.306101,0.112074,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A8,CD013071,11,3477,0.513727,0.044189,True,False,Robust,0,False,ACTIONABLE,
CD013071_pub2_data__A9,CD013071,9,1644,-0.126692,0.854822,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A10,CD013071,10,2223,-0.055916,0.931917,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A11,CD013071,10,3525,-0.106241,0.852018,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A12,CD013071,10,2223,-0.055916,0.931917,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A13,CD013071,6,1092,-0.149095,0.862908,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A14,CD013071,4,846,-0.058179,0.95764,False,True,Robust,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013071_pub2_data__A15,CD013071,10,3525,-0.106241,0.852018,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A16,CD013071,6,2016,-0.054298,0.949706,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A17,CD013071,5,1030,-0.178682,0.851982,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A18,CD013071,2,786,0.011352,0.994899,False,False,Robust,0,False,NOT YET,significance;evidence_volume
CD013071_pub2_data__A19,CD013071,12,2966,-0.222933,0.300296,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013071_pub2_data__A20,CD013071,10,3439,0.521308,0.045442,True,False,Robust,0,False,ACTIONABLE,
CD013071_pub2_data__A21,CD013071,6,1488,-0.146288,0.865313,False,True,Robust,0,False,NOT YET,significance;prediction_interval
CD013078_pub2_data__A1,CD013078,6,129,-0.327379,0.71188,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013078_pub2_data__A2,CD013078,7,173,-0.269213,0.739401,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013078_pub2_data__A3,CD013078,4,109,-0.344537,0.757981,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013078_pub2_data__A4,CD013078,3,77,-0.45667,0.736292,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013078_pub2_data__A5,CD013078,1,40,0.0,1.0,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013078_pub2_data__A6,CD013078,1,40,0.0,1.0,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013078_pub2_data__A7,CD013078,1,40,0.0,1.0,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013078_pub2_data__A8,CD013078,1,35,0.137201,0.889156,False,False,not_covered,0,False,NOT YET,significance;evidence_volume
CD013105_pub2_data__A1,CD013105,20,2028,-0.168529,0.232504,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD013105_pub2_data__A2,CD013105,15,1591,0.156114,0.59576,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD013105_pub2_data__A3,CD013105,19,1804,0.178895,0.335627,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness
CD013105_pub2_data__A4,CD013105,13,2240,-0.090226,0.676954,False,True,Fragile,1,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013105_pub2_data__A5,CD013105,3,159,-0.849271,0.371186,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD013105_pub2_data__A6,CD013105,13,1289,0.017011,0.976229,False,True,Fragile,2,True,NOT YET,significance;prediction_interval;robustness;audit_flags;pub_bias
CD013105_pub2_data__A7,CD013105,3,30,0.0,1.0,False,True,Fragile,0,False,NOT YET,significance;prediction_interval;robustness;evidence_volume
CD013111_pub2_data__A1,CD013111,4,137,0.794108,0.122024,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013111_pub2_data__A2,CD013111,4,316,0.7829,0.052534,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
CD013111_pub2_data__A3,CD013111,4,302,-0.372529,0.451213,False,True,not_covered,0,False,NOT YET,significance;prediction_interval;evidence_volume
